,0,0,0,45
327,0,0,0,45
328,0,0,0,45
329,0,0,0,45
329,0,0,0,45
330,0,0,0,45
331,0,0,0,45
331,0,0,0,45
332,0,0,0,45
333,0,0,0,45
333,0,0,0,45
334,0,0,0,45
335,0,0,0,45
336,0,0,0,45
336,0,0,0,45
337,0,0,0,45
338,0,0,0,45
338,0,0,0,45
339,0,0,0,45
340,0,0,0,45
340,0,0,0,45
341,0,0,0,45
342,0,0,0,45
342,0,0,0,45
343,0,0,0,45
344,0,0,0,45
345,0,0,0,45
345,0,0,0,45
346,0,0,0,45
347,0,0,0,45
347,0,0,0,45
348,0,0,0,45
349,0,0,0,45
349,0,0,0,45
350,0,0,0,45
351,0,0,0,45
351,0,0,0,45
352,0,0,0,45
353,0,0,0,45
354,0,0,0,45
354,0,0,0,45
355,0,0,0,45
356,0,0,0,45
356,0,0,0,45
357,0,0,0,45
358,0,0,0,45
358,0,0,0,45
359,0,0,0,45
360,0,0,0,45
360,0,0,0,45
361,0,0,0,45
362,0,0,0,45
362,0,0,0,45
363,0,0,0,45
364,0,0,0,45
364,0,0,0,45
365,0,0,0,45
366,0,0,0,45
366,0,0,0,45
367,0,0,0,45
368,0,0,0,45
369,0,0,0,45
369,0,0,0,45
370,0,0,0,45
371,0,0,0,45
371,0,0,0,45
372,0,0,0,45
373,0,0,0,45
373,0,0,0,45
374,0,0,0,45
375,0,0,0,45
375,0,0,0,45
376,0,0,0,45
377,0,0,0,45
377,0,0,0,45
378,0,0,0,45
379,0,0,0,45
379,0,0,0,45
380,0,0,0,45
381,0,0,0,45
381,0,0,0,45
382,0,0,0,45
383,0,0,0,45
383,0,0,0,45
384,0,0,0,45
385,0,0,0,45
385,0,0,0,45
386,0,0,0,45
387,0,0,0,45
388,0,0,0,45
388,0,0,0,45
389,0,0,0,45
390,0,0,0,45
390,0,0,0,45
391,0,0,0,45
392,0,0,0,45
392,0,0,0,45
393,0,0,0,45
394,0,0,0,45
394,0,0,0,45
395,0,0,0,45
396,0,0,0,45
396,0,0,0,45
397,0,0,0,45
398,0,0,0,45
398,0,0,0,45
399,0,0,0,45
400,0,0,0,45
401,0,0,0,45
401,0,0,0,45
402,0,0,0,45
403,0,0,0,45
403,0,0,0,45
404,0,0,0,45
405,0,0,0,45
405,0,0,0,45
406,0,0,0,45
407,0,0,0,45
407,0,0,0,45
408,0,0,0,45
409,0,0,0,45
410,0,0,0,45
410,0,0,0,45
411,0,0,0,45
412,0,0,0,45
412,0,0,0,45
413,0,0,0,45
414,0,0,0,45
414,0,0,0,45
415,0,0,0,45
416,0,0,0,45
416,0,0,0,45
417,0,0,0,45
418,0,0,0,45
418,0,0,0,45
419,0,0,0,45
420,0,0,0,45
420,0,0,0,45
421,0,0,0,45
422,0,0,0,45
422,0,0,0,45
423,0,0,0,45
424,0,0,0,45
425,0,0,0,45
425,0,0,0,45
426,0,0,0,45
427,0,0,0,45
427,0,0,0,45
428,0,0,0,45
429,0,0,0,45
429,0,0,0,45
430,0,0,0,45
431,0,0,0,45
431,0,0,0,45
432,0,0,0,45
433,0,0,0,45
433,0,0,0,45
434,0,0,0,45
435,0,0,0,45
436,0,0,0,45
436,0,0,0,45
437,0,0,0,45
438,0,0,0,45
438,0,0,0,45
439,0,0,0,45
440,0,0,0,45
440,0,0,0,45
441,0,0,0,45
442,0,0,0,45
442,0,0,0,45
443,0,0,0,45
444,0,0,0,45
445,0,0,0,45
445,0,0,0,45
446,0,0,0,45
447,0,0,0,45
447,0,0,0,45
448,0,0,0,45
449,0,0,0,45
449,0,0,0,45
450,0,0,0,45
451,0,0,0,45
451,0,0,0,45
452,0,0,0,45
453,0,0,0,45
454,0,0,0,45
454,0,0,0,45
455,0,0,0,45
456,0,0,0,45
456,0,0,0,45
457,0,0,0,45
458,0,0,0,45
458,0,0,0,45
459,0,0,0,45
460,0,0,0,45
460,0,0,0,45
461,0,0,0,45
462,0,0,0,45
462,0,0,0,45
463,0,0,0,45
464,0,0,0,45
465,0,0,0,45
465,0,0,0,45
466,0,0,0,45
467,0,0,0,45
467,0,0,0,45
468,0,0,0,45
469,0,0,0,45
469,0,0,0,45
470,0,0,0,45
471,0,0,0,45
471,0,0,0,45
472,0,0,0,45
473,0,0,0,45
474,0,0,0,45
474,0,0,0,45
475,0,0,0,45
476,0,0,0,45
476,0,0,0,45
477,0,0,0,45
478,0,0,0,45
478,0,0,0,45
479,0,0,0,45
480,0,0,0,45
480,0,0,0,45
481,0,0,0,45
482,0,0,0,45
482,0,0,0,45
483,0,0,0,45
484,0,0,0,45
484,0,0,0,45
485,0,0,0,45
486,0,0,0,45
486,0,0,0,45
487,0,0,0,45
488,0,0,0,45
488,0,0,0,45
489,0,0,0,45
490,0,0,0,45
490,0,0,0,45
491,0,0,0,45
492,0,0,0,45
492,0,0,0,45
493,0,0,0,45
494,0,0,0,45
495,0,0,0,45
495,0,0,0,45
496,0,0,0,45
497,0,0,0,45
497,0,0,0,45
498,0,0,0,45
499,0,0,0,45
499,0,0,0,45
500,0,0,0,45
501,0,0,0,45
501,0,0,0,45
502,0,0,0,45
503,0,0,0,45
503,0,0,0,45
504,0,0,0,45
505,0,0,0,45
505,0,0,0,45
506,0,0,0,45
507,0,0,0,45
508,0,0,0,45
508,0,0,0,45
509,0,0,0,45
510,0,0,0,45
510,0,0,0,45
511,0,0,0,45
512,0,0,0,45
512,0,0,0,45
513,0,0,0,45
514,0,0,0,45
514,0,0,0,45
515,0,0,0,45
516,0,0,0,45
516,0,0,0,45
517,0,0,0,45
518,0,0,0,45
518,0,0,0,45
519,0,0,0,45
520,0,0,0,45
520,0,0,0,45
521,0,0,0,45
522,0,0,0,45
523,0,0,0,45
523,0,0,0,45
524,0,0,0,45
525,0,0,0,45
525,0,0,0,45
526,0,0,0,45
527,0,0,0,45
527,0,0,0,45
528,0,0,0,45
529,0,0,0,45
529,0,0,0,45
530,0,0,0,45
531,0,0,0,45
531,0,0,0,45
532,0,0,0,45
533,0,0,0,45
534,0,0,0,45
534,0,0,0,45
535,0,0,0,45
536,0,0,0,45
536,0,0,0,45
537,0,0,0,45
538,0,0,0,45
538,0,0,0,45
539,0,0,0,45
540,0,0,0,45
540,0,0,0,45
541,0,0,0,45
542,0,0,0,45
542,0,0,0,45
543,0,0,0,45
544,0,0,0,45
545,0,0,0,45
545,0,0,0,45
546,0,0,0,45
547,0,0,0,45
547,0,0,0,45
548,0,0,0,45
549,0,0,0,45
549,0,0,0,45
550,0,0,0,45
551,0,0,0,45
551,0,0,0,45
552,0,0,0,45
553,0,0,0,45
553,0,0,0,45
554,0,0,0,45
555,0,0,0,45
556,0,0,0,45
556,0,0,0,45
557,0,0,0,45
558,0,0,0,45
558,0,0,0,45
559,0,0,0,45
560,0,0,0,45
560,0,0,0,45
561,0,0,0,45
562,0,0,0,45
562,0,0,0,45
563,0,0,0,45
564,0,0,0,45
564,0,0,0,45
565,0,0,0,45
566,0,0,0,45
567,0,0,0,45
567,0,0,0,45
568,0,0,0,45
569,0,0,0,45
569,0,0,0,45
570,0,0,0,45
571,0,0,0,45
571,0,0,0,45
572,0,0,0,45
573,0,0,0,45
573,0,0,0,45
574,0,0,0,45
575,0,0,0,45
575,0,0,0,45
576,0,0,0,45
577,0,0,0,45
578,0,0,0,45
578,0,0,0,45
579,0,0,0,45
580,0,0,0,45
580,0,0,0,45
581,0,0,0,45
582,0,0,0,45
582,0,0,0,45
583,0,0,0,45
584,0,0,0,45
585,0,0,0,45
585,0,0,0,45
586,0,0,0,45
587,0,0,0,45
587,0,0,0,45
588,0,0,0,45
589,0,0,0,45
590,0,0,0,45
590,0,0,0,45
591,0,0,0,45
592,0,0,0,45
592,0,0,0,45
593,0,0,0,45
594,0,0,0,45
594,0,0,0,45
595,0,0,0,45
596,0,0,0,45
597,0,0,0,45
597,0,0,0,45
598,0,0,0,45
599,0,0,0,45
599,0,0,0,45
600,0,0,0,45
601,0,0,0,45
601,0,0,0,45
602,0,0,0,45
603,0,0,0,45
604,0,0,0,45
604,0,0,0,45
605,0,0,0,45
606,0,0,0,45
606,0,0,0,45
607,0,0,0,45
608,0,0,0,45
608,0,0,0,45
609,0,0,0,45
610,0,0,0,45
611,0,0,0,45
611,0,0,0,45
612,0,0,0,45
613,0,0,0,45
613,0,0,0,45
614,0,0,0,45
615,0,0,0,45
615,0,0,0,45
616,0,0,0,45
617,0,0,0,45
618,0,0,0,45
618,0,0,0,45
619,0,0,0,45
620,0,0,0,45
620,0,0,0,45
621,0,0,0,45
622,0,0,0,45
622,0,0,0,45
623,0,0,0,45
624,0,0,0,45
624,0,0,0,45
625,0,0,0,45
626,0,0,0,45
627,0,0,0,45
627,0,0,0,45
628,0,0,0,45
629,0,0,0,45
629,0,0,0,45
630,0,0,0,45
631,0,0,0,45
631,0,0,0,45
632,0,0,0,45
633,0,0,0,45
633,0,0,0,45
634,0,0,0,45
635,0,0,0,45
635,0,0,0,45
636,0,0,0,45
637,0,0,0,45
638,0,0,0,45
638,0,0,0,45
639,0,0,0,45
640,0,0,0,45
640,0,0,0,45
641,0,0,0,45
642,0,0,0,45
642,0,0,0,45
643,0,0,0,45
644,0,0,0,45
645,0,0,0,45
645,0,0,0,45
646,0,0,0,45
647,0,0,0,45
647,0,0,0,45
648,0,0,0,45
649,0,0,0,45
649,0,0,0,45
650,0,0,0,45
651,0,0,0,45
651,0,0,0,45
652,0,0,0,45
653,0,0,0,45
654,0,0,0,45
654,0,0,0,45
655,0,0,0,45
656,0,0,0,45
656,0,0,0,45
657,0,0,0,45
658,0,0,0,45
658,0,0,0,45
659,0,0,0,45
660,0,0,0,45
661,0,0,0,45
661,0,0,0,45
662,0,0,0,45
663,0,0,0,45
663,0,0,0,45
664,0,0,0,45
665,0,0,0,45
665,0,0,0,45
666,0,0,0,45
667,0,0,0,45
668,0,0,0,45
668,0,0,0,45
669,0,0,0,45
670,0,0,0,45
670,0,0,0,45
671,0,0,0,45
672,0,0,0,45
673,0,0,0,45
673,0,0,0,45
674,0,0,0,45
675,0,0,0,45
675,0,0,0,45
676,0,0,0,45
677,0,0,0,45
677,0,0,0,45
678,0,0,0,45
679,0,0,0,45
680,0,0,0,45
680,0,0,0,45
681,0,0,0,45
682,0,0,0,45
682,0,0,0,45
683,0,0,0,45
684,0,0,0,45
684,0,0,0,45
685,0,0,0,45
686,0,0,0,45
687,0,0,0,45
687,0,0,0,45
688,0,0,0,45
689,0,0,0,45
689,0,0,0,45
690,0,0,0,45
691,0,0,0,45
691,0,0,0,45
692,0,0,0,45
693,0,0,0,45
694,0,0,0,45
694,0,0,0,45
695,0,0,0,45
696,0,0,0,45
696,0,0,0,45
697,0,0,0,45
698,0,0,0,45
698,0,0,0,45
699,0,0,0,45
700,0,0,0,45
700,0,0,0,45
701,0,0,0,45
702,0,0,0,45
703,0,0,0,45
703,0,0,0,45
704,0,0,0,45
705,0,0,0,45
705,0,0,0,45
706,0,0,0,45
707,0,0,0,45
707,0,0,0,45
708,0,0,0,45
709,0,0,0,45
710,0,0,0,45
710,0,0,0,45
711,0,0,0,45
712,0,0,0,45
712,0,0,0,45
713,0,0,0,45
714,0,0,0,45
714,0,0,0,45
715,0,0,0,45
716,0,0,0,45
716,0,0,0,45
717,0,0,0,45
718,0,0,0,45
719,0,0,0,45
719,0,0,0,45
720,0,0,0,45
721,0,0,0,45
721,0,0,0,45
722,0,0,0,45
723,0,0,0,45
724,0,0,0,45
724,0,0,0,45
725,0,0,0,45
726,0,0,0,45
726,0,0,0,45
727,0,0,0,45
728,0,0,0,45
728,0,0,0,45
729,0,0,0,45
730,0,0,0,45
730,0,0,0,45
731,0,0,0,45
732,0,0,0,45
733,0,0,0,45
733,0,0,0,45
734,0,0,0,45
735,0,0,0,45
735,0,0,0,45
736,0,0,0,45
737,0,0,0,45
737,0,0,0,45
738,0,0,0,45
739,0,0,0,45
739,0,0,0,45
740,0,0,0,45
741,0,0,0,45
741,0,0,0,45
742,0,0,0,45
743,0,0,0,45
744,0,0,0,45
744,0,0,0,45
745,0,0,0,45
746,0,0,0,45
746,0,0,0,45
747,0,0,0,45
748,0,0,0,45
748,0,0,0,45
749,0,0,0,45
750,0,0,0,45
751,0,0,0,45
751,0,0,0,45
752,0,0,0,45
753,0,0,0,45
753,0,0,0,45
754,0,0,0,45
755,0,0,0,45
755,0,0,0,45
756,0,0,0,45
757,0,0,0,45
758,0,0,0,45
758,0,0,0,45
759,0,0,0,45
760,0,0,0,45
760,0,0,0,45
761,0,0,0,45
762,0,0,0,45
762,0,0,0,45
763,0,0,0,45
764,0,0,0,45
764,0,0,0,45
765,0,0,0,45
766,0,0,0,45
767,0,0,0,45
767,0,0,0,45
768,0,0,0,45
769,0,0,0,45
769,0,0,0,45
770,0,0,0,45
771,0,0,0,45
772,0,0,0,45
772,0,0,0,45
773,0,0,0,45
774,0,0,0,45
774,0,0,0,45
775,0,0,0,45
776,0,0,0,45
776,0,0,0,45
777,0,0,0,45
778,0,0,0,45
778,0,0,0,45
779,0,0,0,45
780,0,0,0,45
780,0,0,0,45
781,0,0,0,45
782,0,0,0,45
782,0,0,0,45
783,0,0,0,45
784,0,0,0,45
785,0,0,0,45
785,0,0,0,45
786,0,0,0,45
787,0,0,0,45
787,0,0,0,45
788,0,0,0,45
789,0,0,0,45
789,0,0,0,45
790,0,0,0,45
791,0,0,0,45
791,0,0,0,45
792,0,0,0,45
793,0,0,0,45
794,0,0,0,45
794,0,0,0,45
795,0,0,0,45
796,0,0,0,45
796,0,0,0,45
797,0,0,0,45
798,0,0,0,45
798,0,0,0,45
799,0,0,0,45
800,0,0,0,45
800,0,0,0,45
801,0,0,0,45
802,0,0,0,45
803,0,0,0,45
803,0,0,0,45
804,0,0,0,45
805,0,0,0,45
805,0,0,0,45
806,0,0,0,45
807,0,0,0,45
807,0,0,0,45
808,0,0,0,45
809,0,0,0,45
809,0,0,0,45
810,0,0,0,45
811,0,0,0,45
811,0,0,0,45
812,0,0,0,45
813,0,0,0,45
814,0,0,0,45
814,0,0,0,45
815,0,0,0,45
816,0,0,0,45
816,0,0,0,45
817,0,0,0,45
818,0,0,0,45
818,0,0,0,45
819,0,0,0,45
820,0,0,0,45
820,0,0,0,45
821,0,0,0,45
822,0,0,0,45
823,0,0,0,45
823,0,0,0,45
824,0,0,0,45
825,0,0,0,45
825,0,0,0,45
826,0,0,0,45
827,0,0,0,45
827,0,0,0,45
828,0,0,0,45
829,0,0,0,45
830,0,0,0,45
830,0,0,0,45
831,0,0,0,45
832,0,0,0,45
832,0,0,0,45
833,0,0,0,45
834,0,0,0,45
834,0,0,0,45
835,0,0,0,45
836,0,0,0,45
837,0,0,0,45
837,0,0,0,45
838,0,0,0,45
839,0,0,0,45
839,0,0,0,45
840,0,0,0,45
841,0,0,0,45
841,0,0,0,45
842,0,0,0,45
843,0,0,0,45
844,0,0,0,45
844,0,0,0,45
845,0,0,0,45
846,0,0,0,45
846,0,0,0,45
847,0,0,0,45
848,0,0,0,45
848,0,0,0,45
849,0,0,0,45
850,0,0,0,45
851,0,0,0,45
851,0,0,0,45
852,0,0,0,45
853,0,0,0,45
853,0,0,0,45
854,0,0,0,45
855,0,0,0,45
855,0,0,0,45
856,0,0,0,45
857,0,0,0,45
858,0,0,0,45
858,0,0,0,45
859,0,0,0,45
860,0,0,0,45
860,0,0,0,45
861,0,0,0,45
862,0,0,0,45
862,0,0,0,45
863,0,0,0,45
864,0,0,0,45
864,0,0,0,45
865,0,0,0,45
866,0,0,0,45
866,0,0,0,45
867,0,0,0,45
868,0,0,0,45
869,0,0,0,45
869,0,0,0,45
870,0,0,0,45
871,0,0,0,45
871,0,0,0,45
872,0,0,0,45
873,0,0,0,45
873,0,0,0,45
874,0,0,0,45
875,0,0,0,45
875,0,0,0,45
876,0,0,0,45
877,0,0,0,45
877,0,0,0,45
878,0,0,0,45
879,0,0,0,45
880,0,0,0,45
880,0,0,0,45
881,0,0,0,45
882,0,0,0,45
882,0,0,0,45
883,0,0,0,45
884,0,0,0,45
884,0,0,0,45
885,0,0,0,45
886,0,0,0,45
886,0,0,0,45
887,0,0,0,45
888,0,0,0,45
889,0,0,0,45
889,0,0,0,45
890,0,0,0,45
891,0,0,0,45
891,0,0,0,45
892,0,0,0,45
893,0,0,0,45
893,0,0,0,45
894,0,0,0,45
895,0,0,0,45
895,0,0,0,45
896,0,0,0,45
897,0,0,0,45
897,0,0,0,45
898,0,0,0,45
899,0,0,0,45
900,0,0,0,45
900,0,0,0,45
901,0,0,0,45
902,0,0,0,45
902,0,0,0,45
903,0,0,0,45
904,0,0,0,45
904,0,0,0,45
905,0,0,0,45
906,0,0,0,45
907,0,0,0,45
907,0,0,0,45
908,0,0,0,45
909,0,0,0,45
909,0,0,0,45
910,0,0,0,45
911,0,0,0,45
912,0,0,0,45
912,0,0,0,45
913,0,0,0,45
914,0,0,0,45
914,0,0,0,45
915,0,0,0,45
916,0,0,0,45
916,0,0,0,45
917,0,0,0,45
918,0,0,0,45
919,0,0,0,45
919,0,0,0,45
920,0,0,0,45
921,0,0,0,45
921,0,0,0,45
922,0,0,0,45
923,0,0,0,45
923,0,0,0,45
924,0,0,0,45
925,0,0,0,45
926,0,0,0,45
926,0,0,0,45
927,0,0,0,45
928,0,0,0,45
928,0,0,0,45
929,0,0,0,45
930,0,0,0,45
930,0,0,0,45
931,0,0,0,45
932,0,0,0,45
933,0,0,0,45
933,0,0,0,45
934,0,0,0,45
935,0,0,0,45
935,0,0,0,45
936,0,0,0,45
937,0,0,0,45
937,0,0,0,45
938,0,0,0,45
939,0,0,0,45
939,0,0,0,45
940,0,0,0,45
941,0,0,0,45
942,0,0,0,45
942,0,0,0,45
943,0,0,0,45
944,0,0,0,45
944,0,0,0,45
945,0,0,0,45
946,0,0,0,45
946,0,0,0,45
947,0,0,0,45
948,0,0,0,45
948,0,0,0,45
949,0,0,0,45
950,0,0,0,45
951,0,0,0,45
951,0,0,0,45
952,0,0,0,45
953,0,0,0,45
953,0,0,0,45
954,0,0,0,45
955,0,0,0,45
955,0,0,0,45
956,0,0,0,45
957,0,0,0,45
958,0,0,0,45
958,0,0,0,45
959,0,0,0,45
960,0,0,0,45
960,0,0,0,45
961,0,0,0,45
962,0,0,0,45
962,0,0,0,45
963,0,0,0,45
964,0,0,0,45
964,0,0,0,45
965,0,0,0,45
966,0,0,0,45
966,0,0,0,45
967,0,0,0,45
968,0,0,0,45
968,0,0,0,45
969,0,0,0,45
970,0,0,0,45
971,0,0,0,45
971,0,0,0,45
972,0,0,0,45
973,0,0,0,45
973,0,0,0,45
974,0,0,0,45
975,0,0,0,45
975,0,0,0,45
976,0,0,0,45
977,0,0,0,45
977,0,0,0,45
978,0,0,0,45
979,0,0,0,45
980,0,0,0,45
980,0,0,0,45
981,0,0,0,45
982,0,0,0,45
982,0,0,0,45
983,0,0,0,45
984,0,0,0,45
984,0,0,0,45
985,0,0,0,45
986,0,0,0,45
987,0,0,0,45
987,0,0,0,45
988,0,0,0,45
989,0,0,0,45
989,0,0,0,45
990,0,0,0,45
991,0,0,0,45
992,0,0,0,45
992,0,0,0,45
993,0,0,0,45
994,0,0,0,45
994,0,0,0,45
995,0,0,0,45
996,0,0,0,45
996,0,0,0,45
997,0,0,0,45
998,0,0,0,45
999,0,0,0,45
999,0,0,0,45
1000,0,0,0,45
1001,0,0,0,45
1001,0,0,0,45
1002,0,0,0,45
1003,0,0,0,45
1003,0,0,0,45
1004,0,0,0,45
1005,0,0,0,45
1006,0,0,0,45
1006,0,0,0,45
1007,0,0,0,45
1008,0,0,0,45
1008,0,0,0,45
1009,0,0,0,45
1010,0,0,0,45
1010,0,0,0,45
1011,0,0,0,45
1012,0,0,0,45
1013,0,0,0,45
1013,0,0,0,45
1014,0,0,0,45
1015,0,0,0,45
1015,0,0,0,45
1016,0,0,0,45
1017,0,0,0,45
1018,0,0,0,45
1018,0,0,0,45
1019,0,0,0,45
1020,0,0,0,45
1020,0,0,0,45
1021,0,0,0,45
1022,0,0,0,45
1022,0,0,0,45
1023,0,0,0,45
1024,0,0,0,45
1024,0,0,0,45
1025,0,0,0,45
1026,0,0,0,45
1026,0,0,0,45
1027,0,0,0,45
1028,0,0,0,45
1029,0,0,0,45
1029,0,0,0,45
1030,0,0,0,45
1031,0,0,0,45
1031,0,0,0,45
1032,0,0,0,45
1033,0,0,0,45
1033,0,0,0,45
1034,0,0,0,45
1035,0,0,0,45
1036,0,0,0,45
1036,0,0,0,45
1037,0,0,0,45
1038,0,0,0,45
1038,0,0,0,45
1039,0,0,0,45
1040,0,0,0,45
1040,0,0,0,45
1041,0,0,0,45
1042,0,0,0,45
1043,0,0,0,45
1043,0,0,0,45
1044,0,0,0,45
1045,0,0,0,45
1045,0,0,0,45
1046,0,0,0,45
1047,0,0,0,45
1047,0,0,0,45
1048,0,0,0,45
1049,0,0,0,45
1049,0,0,0,45
1050,0,0,0,45
1051,0,0,0,45
1052,0,0,0,45
1052,0,0,0,45
1053,0,0,0,45
1054,0,0,0,45
1054,0,0,0,45
1055,0,0,0,45
1056,0,0,0,45
1056,0,0,0,45
1057,0,0,0,45
1058,0,0,0,45
1059,0,0,0,45
1059,0,0,0,45
1060,0,0,0,45
1061,0,0,0,45
1061,0,0,0,45
1062,0,0,0,45
1063,0,0,0,45
1064,0,0,0,45
1064,0,0,0,45
1065,0,0,0,45
1066,0,0,0,45
1066,0,0,0,45
1067,0,0,0,45
1068,0,0,0,45
1069,0,0,0,45
1069,0,0,0,45
1070,0,0,0,45
1071,0,0,0,45
1071,0,0,0,45
1072,0,0,0,45
1073,0,0,0,45
1074,0,0,0,45
1074,0,0,0,45
1075,0,0,0,45
1076,0,0,0,45
1076,0,0,0,45
1077,0,0,0,45
1078,0,0,0,45
1078,0,0,0,45
1079,0,0,0,45
1080,0,0,0,45
1081,0,0,0,45
1081,0,0,0,45
1082,0,0,0,45
1083,0,0,0,45
1083,0,0,0,45
1084,0,0,0,45
1085,0,0,0,45
1085,0,0,0,45
1086,0,0,0,45
1087,0,0,0,45
1088,0,0,0,45
1088,0,0,0,45
1089,0,0,0,45
1090,0,0,0,45
1090,0,0,0,45
1091,0,0,0,45
1092,0,0,0,45
1093,0,0,0,45
1093,0,0,0,45
1094,0,0,0,45
1095,0,0,0,45
1095,0,0,0,45
1096,0,0,0,45
1097,0,0,0,45
1097,0,0,0,45
1098,0,0,0,45
1099,0,0,0,45
1100,0,0,0,45
1100,0,0,0,45
1101,0,0,0,45
1102,0,0,0,45
1102,0,0,0,45
1103,0,0,0,45
1104,0,0,0,45
1104,0,0,0,45
1105,0,0,0,45
1106,0,0,0,45
1107,0,0,0,45
1107,0,0,0,45
1108,0,0,0,45
1109,0,0,0,45
1109,0,0,0,45
1110,0,0,0,45
1111,0,0,0,45
1111,0,0,0,45
1112,0,0,0,45
1113,0,0,0,45
1113,0,0,0,45
1114,0,0,0,45
1115,0,0,0,45
1116,0,0,0,45
1116,0,0,0,45
1117,0,0,0,45
1118,0,0,0,45
1118,0,0,0,45
1119,0,0,0,45
1120,0,0,0,45
1120,0,0,0,45
1121,0,0,0,45
1122,0,0,0,45
1123,0,0,0,45
1123,0,0,0,45
1124,0,0,0,45
1125,0,0,0,45
1125,0,0,0,45
1126,0,0,0,45
1127,0,0,0,45
1127,0,0,0,45
1128,0,0,0,45
1129,0,0,0,45
1129,0,0,0,45
1130,0,0,0,45
1131,0,0,0,45
1131,0,0,0,45
1132,0,0,0,45
1133,0,0,0,45
1133,0,0,0,45
1134,0,0,0,45
1135,0,0,0,45
1136,0,0,0,45
1136,0,0,0,45
1137,0,0,0,45
1138,0,0,0,45
1138,0,0,0,45
1139,0,0,0,45
1140,0,0,0,45
1140,0,0,0,45
1141,0,0,0,45
1142,0,0,0,45
1143,0,0,0,45
1143,0,0,0,45
1144,0,0,0,45
1145,0,0,0,45
1146,0,0,0,45
1146,0,0,0,45
1147,0,0,0,45
1148,0,0,0,45
1148,0,0,0,45
1149,0,0,0,45
1150,0,0,0,45
1150,0,0,0,45
1151,0,0,0,45
1152,0,0,0,45
1153,0,0,0,45
1153,0,0,0,45
1154,0,0,0,45
1155,0,0,0,45
1155,0,0,0,45
1156,0,0,0,45
1157,0,0,0,45
1158,0,0,0,45
1158,0,0,0,45
1159,0,0,0,45
1160,0,0,0,45
1160,0,0,0,45
1161,0,0,0,45
1162,0,0,0,45
1162,0,0,0,45
1163,0,0,0,45
1164,0,0,0,45
1164,0,0,0,45
